wav_filename,wav_filesize,transcript
common_voice_zh-TW_17473498.wav,107564,妳為什麼要回家吃飯
common_voice_zh-TW_17476544.wav,74540,但是有個規則
common_voice_zh-TW_17473479.wav,75308,關懷調查
common_voice_zh-TW_17473520.wav,119084,時常有人請她幫忙工作
common_voice_zh-TW_17473481.wav,80684,只吃了布丁
common_voice_zh-TW_17473501.wav,92204,也不會貴多少啊
common_voice_zh-TW_17476730.wav,89132,在星期五早上
common_voice_zh-TW_17477324.wav,102188,檢查發現得了糖尿病
common_voice_zh-TW_17476603.wav,111404,妳都這麼大了
common_voice_zh-TW_17478820.wav,97580,大概就是再去大英博物館晃晃
common_voice_zh-TW_17478819.wav,67628,喝咖啡吃巧克力
common_voice_zh-TW_17479596.wav,88364,未來若再來還是會招待
common_voice_zh-TW_17477680.wav,76844,旭川站到了
common_voice_zh-TW_17479005.wav,86828,請大家往裡面走
common_voice_zh-TW_17478827.wav,115244,樓地板面積達五十四萬平方公尺
common_voice_zh-TW_17479004.wav,80684,她拿到六十元
common_voice_zh-TW_17483220.wav,119084,沒一家敢提續航力
common_voice_zh-TW_17483094.wav,99116,真的是電瓶問題
common_voice_zh-TW_17483250.wav,122924,事情多起來就容易亂
common_voice_zh-TW_17481697.wav,65324,但是書店沒貨
common_voice_zh-TW_17483223.wav,125228,還有那麼高的機會被淘汰
common_voice_zh-TW_17481701.wav,44588,要特別注意
common_voice_zh-TW_17483252.wav,115244,進行調查，解決問題
common_voice_zh-TW_17483092.wav,126764,這句話聽在耳裡
common_voice_zh-TW_17483335.wav,73772,索性從此不再相信
common_voice_zh-TW_17483332.wav,72236,在當時直接做個投票
common_voice_zh-TW_17483333.wav,71468,夢醒以後請告訴他們
common_voice_zh-TW_17483355.wav,86828,開心建設股份有限公司
common_voice_zh-TW_17483972.wav,79916,等到六十分都還沒到
common_voice_zh-TW_17483969.wav,96044,才不再會忘記
common_voice_zh-TW_17483354.wav,65324,希望引進人民的力量
common_voice_zh-TW_17483979.wav,106796,剩這麼多，準備太多啦
common_voice_zh-TW_17483970.wav,67628,違法攻擊行為
common_voice_zh-TW_17483974.wav,82220,未來要做成什麼樣子
common_voice_zh-TW_17483983.wav,92972,給她貼了暖暖包
common_voice_zh-TW_17483982.wav,84524,定期接受教育訓練課程
common_voice_zh-TW_17483973.wav,76844,拿著裝錢的紙袋
common_voice_zh-TW_17484012.wav,59948,就是看不慣他
common_voice_zh-TW_17483999.wav,82988,償還那筆龐大的債務
common_voice_zh-TW_17484043.wav,164396,還好我們不在家的時候，它都在睡覺
common_voice_zh-TW_17484060.wav,84524,陌生的道路上
common_voice_zh-TW_17484050.wav,73004,在人道救援上
common_voice_zh-TW_17484026.wav,92204,她心裡非常害怕
common_voice_zh-TW_17484039.wav,82988,在我腦海之中
common_voice_zh-TW_17484061.wav,88364,我昨天遇到九九九
common_voice_zh-TW_17484079.wav,99116,還需要時間來放空
common_voice_zh-TW_17484098.wav,116780,又是令人瑟瑟發抖的一天
common_voice_zh-TW_17484072.wav,106796,就會出現目前的局面
common_voice_zh-TW_17484091.wav,84524,我感到驚訝萬分
common_voice_zh-TW_17484092.wav,72236,一個中國人
common_voice_zh-TW_17484073.wav,86060,十點半以前不足七人
common_voice_zh-TW_17484186.wav,69164,對全家人都是
common_voice_zh-TW_17484114.wav,63788,在二號出口
common_voice_zh-TW_17484190.wav,86828,要如何做統籌協調？
common_voice_zh-TW_17484189.wav,67628,我們到了車站
common_voice_zh-TW_17484185.wav,107564,設計一個專屬的行動介面
common_voice_zh-TW_17484195.wav,63788,他外出買東西
common_voice_zh-TW_17484203.wav,61484,真的超暖和
common_voice_zh-TW_17484199.wav,67628,正副社長限定
common_voice_zh-TW_17484209.wav,67628,新的價值體系
common_voice_zh-TW_17484233.wav,76844,向鄰居親戚借錢
common_voice_zh-TW_17484204.wav,88364,唯有成立服務辦公室
common_voice_zh-TW_17484214.wav,82988,高糖高鹽不運動
common_voice_zh-TW_17484221.wav,103724,每天一早就要洗菜切菜
common_voice_zh-TW_17484224.wav,92204,公益平臺董事長嚴長壽
common_voice_zh-TW_17484219.wav,61484,主要概念就是
common_voice_zh-TW_17484231.wav,99884,這陣子聽說他開始工作了
common_voice_zh-TW_17484216.wav,86828,若是有人堅持要做活動
common_voice_zh-TW_17484227.wav,86828,委員遴聘條件程序
common_voice_zh-TW_17484232.wav,132908,藉此鼓勵具國際潛力的新創企業
common_voice_zh-TW_17484228.wav,80684,雖然買之前就知道
common_voice_zh-TW_17484237.wav,88364,加速醫療院所工程
common_voice_zh-TW_17484241.wav,75308,進去裡面吃冰淇淋
common_voice_zh-TW_17484236.wav,79148,她終於病倒了
common_voice_zh-TW_17484235.wav,84524,公車還要再等五十分鐘
common_voice_zh-TW_17484238.wav,88364,身上的傷傳來陣陣劇痛
common_voice_zh-TW_17484240.wav,76844,覺得心裡暖暖的
common_voice_zh-TW_17484246.wav,67628,弄出基本功能了
common_voice_zh-TW_17484244.wav,109868,星光在微白的天空閃爍
common_voice_zh-TW_17484248.wav,67628,設計放在身邊
common_voice_zh-TW_17484287.wav,57644,一位小姐跑來
common_voice_zh-TW_17484247.wav,103724,每天來點負能量就是爽
common_voice_zh-TW_17484257.wav,49964,漸漸不順
common_voice_zh-TW_17484262.wav,71468,看著鏡子梳洗
common_voice_zh-TW_17484251.wav,90668,我現在站在宿舍前面
common_voice_zh-TW_17484261.wav,76844,肚子咕嚕咕嚕叫
common_voice_zh-TW_17484270.wav,56108,勞你費心了
common_voice_zh-TW_17484285.wav,73004,準備這些東西做什麼
common_voice_zh-TW_17484283.wav,71468,錯愕的看著打開的門
common_voice_zh-TW_17484279.wav,92204,這是一個關於妳的秘密
common_voice_zh-TW_17484284.wav,61484,真的是電瓶問題
common_voice_zh-TW_17484280.wav,99884,難道妳要他一個人煮全家人的飯
common_voice_zh-TW_17484277.wav,67628,馬上露出怒色
common_voice_zh-TW_17484290.wav,65324,海洋與河流乾涸
common_voice_zh-TW_17484282.wav,107564,都對這幅畫留下了深刻的印象
common_voice_zh-TW_17484294.wav,57644,保障居住正義
common_voice_zh-TW_17484295.wav,63788,奶香很濃郁
common_voice_zh-TW_17484304.wav,61484,你真的嚇到我了
common_voice_zh-TW_17484306.wav,86828,等到在田裡工作的人回家
common_voice_zh-TW_17484298.wav,75308,非擔任主管職務者
common_voice_zh-TW_17484296.wav,67628,阿公毫不識字
common_voice_zh-TW_17484293.wav,73004,畢竟那是大家的共識
common_voice_zh-TW_17484311.wav,59948,一路超冷才對
common_voice_zh-TW_17484309.wav,79148,全世界其他地方的華人
common_voice_zh-TW_17484303.wav,57644,但她很天真
common_voice_zh-TW_17484308.wav,65324,那一層樓很難找
common_voice_zh-TW_17484320.wav,82988,乖乖待在房裡寫功課
common_voice_zh-TW_17484315.wav,57644,直奔富士山
common_voice_zh-TW_17484310.wav,61484,參加的社會保險
common_voice_zh-TW_17484317.wav,80684,又跑去買冰淇淋三明治
common_voice_zh-TW_17484312.wav,67628,每一個辛苦打拚的人
common_voice_zh-TW_17484329.wav,59948,繞去買羽絨衣
common_voice_zh-TW_17484330.wav,67628,他終於同意了
common_voice_zh-TW_17484307.wav,61484,問題應該還好
common_voice_zh-TW_17484328.wav,80684,還有十幾個人要上車
common_voice_zh-TW_17484321.wav,73004,新富町文化市場
common_voice_zh-TW_17484322.wav,82988,先到外面拍照玩雪
common_voice_zh-TW_17484325.wav,57644,身為後輩的我們
common_voice_zh-TW_17484327.wav,84524,我尋找已久想要的東西
common_voice_zh-TW_17484334.wav,67628,公司被勞工局查到
common_voice_zh-TW_17484342.wav,57644,當時正在拖地
common_voice_zh-TW_17484335.wav,63788,工程施工到一半
common_voice_zh-TW_17484332.wav,103724,客人聽到後還是堅持要交貨
common_voice_zh-TW_17484345.wav,73004,建議我們修改照片
common_voice_zh-TW_17484336.wav,59948,妳不要再去那裡了
common_voice_zh-TW_17484356.wav,65324,效果算是很不錯
common_voice_zh-TW_17484357.wav,73004,聲音也漸漸小了
common_voice_zh-TW_17484362.wav,86828,把手中的東西用力丟出去
common_voice_zh-TW_17484368.wav,76844,是否可以給我機會
common_voice_zh-TW_17484364.wav,57644,我怕會等很久
common_voice_zh-TW_17484358.wav,61484,東西不容易腐敗
common_voice_zh-TW_17484361.wav,48428,三大行業
common_voice_zh-TW_17484359.wav,57644,她也放聲大哭
common_voice_zh-TW_17484363.wav,98348,有很多傳統習俗和過年活動
common_voice_zh-TW_17484353.wav,88364,容易隨著時光被抹去
common_voice_zh-TW_17484396.wav,79148,叫大兒子代替她去一天
common_voice_zh-TW_17484377.wav,121388,若參觀人潮未提升就要減少人力
common_voice_zh-TW_17484376.wav,57644,三番兩次的去
common_voice_zh-TW_17484373.wav,63788,也沒什麼事情
common_voice_zh-TW_17484379.wav,59948,大女兒也住台北
common_voice_zh-TW_17484380.wav,63788,有點不好意思
common_voice_zh-TW_17484389.wav,57644,我好不容易才查到
common_voice_zh-TW_17484399.wav,76844,最主要的集會所
common_voice_zh-TW_17484384.wav,61484,我看了好心疼
common_voice_zh-TW_17484382.wav,75308,終於鬆了口氣
common_voice_zh-TW_17484392.wav,79148,是歷史上的第二次
common_voice_zh-TW_17484390.wav,92204,舉辦大型實習、就業博覽會
common_voice_zh-TW_17484385.wav,84524,民眾感受到的臺灣價值
common_voice_zh-TW_17484381.wav,56108,還有一些記錄
common_voice_zh-TW_17484410.wav,76844,你本來就是他的獵物
common_voice_zh-TW_17484420.wav,56108,安靜的氣氛
common_voice_zh-TW_17484408.wav,90668,正因為是他我才願意
common_voice_zh-TW_17484398.wav,75308,不被自己的命運迷惑
common_voice_zh-TW_17484421.wav,71468,她每天早出晚歸
common_voice_zh-TW_17484411.wav,63788,我就回去了啊
common_voice_zh-TW_17484418.wav,63788,我們現在聊天
common_voice_zh-TW_17484419.wav,75308,飛機前進的力量太大
common_voice_zh-TW_17486088.wav,89132,智慧表大家都在出
common_voice_zh-TW_17486115.wav,135212,大安森林公園出現老鷹蹤跡
common_voice_zh-TW_17485237.wav,68396,為她煎中藥
common_voice_zh-TW_17486098.wav,112172,未來在其他地區舉辦
common_voice_zh-TW_17486113.wav,99116,中國有自由和民主
common_voice_zh-TW_17486112.wav,86828,不得以逃到台北
common_voice_zh-TW_17486114.wav,99884,積極推動創業政策
common_voice_zh-TW_17486091.wav,107564,找到一間日本料理店
common_voice_zh-TW_17486602.wav,67628,勞保局提醒
common_voice_zh-TW_17486181.wav,92204,表達出了蜘蛛人的成長
common_voice_zh-TW_17486603.wav,84524,他後來跑去打她兩個耳光
common_voice_zh-TW_17486274.wav,111404,原本家人都不相信
common_voice_zh-TW_17486285.wav,84524,再不走就來不及了
common_voice_zh-TW_17486384.wav,108332,新店家樂福要開始動工嘍
common_voice_zh-TW_17486177.wav,61484,妳都這麼大了
common_voice_zh-TW_17486607.wav,47660,也來等車
common_voice_zh-TW_17486612.wav,94508,社長沒訂到甜點卻沒告知
common_voice_zh-TW_17486605.wav,56876,旁邊一個階梯
common_voice_zh-TW_17486614.wav,79916,能將外婆接到我們家住
common_voice_zh-TW_17486609.wav,55340,完全不尊重
common_voice_zh-TW_17486615.wav,63788,我們只能下車等
common_voice_zh-TW_17487256.wav,57644,經過整修後
common_voice_zh-TW_17486613.wav,69932,資料分析專題講座
common_voice_zh-TW_17486606.wav,63788,感覺可以住一天
common_voice_zh-TW_17487245.wav,63788,終於熬到八點
common_voice_zh-TW_17487291.wav,107564,於上班時間親洽辦公室
common_voice_zh-TW_17487334.wav,46124,自己的態度
common_voice_zh-TW_17487223.wav,75308,轉帳再提領出來
common_voice_zh-TW_17487296.wav,65324,廣告也太多了吧
common_voice_zh-TW_17488179.wav,92204,還有兩個小時
common_voice_zh-TW_17488176.wav,126764,市府團隊人事流動問題
common_voice_zh-TW_17487387.wav,75308,我應該不會那麼早過去
common_voice_zh-TW_17487199.wav,61484,望著矮小的孫女
common_voice_zh-TW_17488177.wav,107564,提昇國家競爭力
common_voice_zh-TW_17488186.wav,109868,我所不知的聯繫管道
common_voice_zh-TW_17487345.wav,73004,愚蠢的我卻也滿足於此
common_voice_zh-TW_17488195.wav,99884,弄得全身傷痕累累
common_voice_zh-TW_17488196.wav,113708,自己從不敢輕易妄想
common_voice_zh-TW_17488197.wav,122924,年長的一輩很難這麼做
common_voice_zh-TW_17488188.wav,122924,社長沒訂到甜點卻沒告知
common_voice_zh-TW_17488345.wav,102956,在都市卻沒有星星
common_voice_zh-TW_17488178.wav,106028,跑去旁邊大賣場
common_voice_zh-TW_17488185.wav,106028,時常有人請她幫忙工作
common_voice_zh-TW_17488198.wav,84524,我們要離開時
common_voice_zh-TW_17488189.wav,117548,一家子選擇從頭開始
common_voice_zh-TW_17488346.wav,86828,伴在我身旁
common_voice_zh-TW_17488413.wav,137516,還有那麼高的機會被淘汰
common_voice_zh-TW_17488348.wav,86060,不在了還是很堅強
common_voice_zh-TW_17488349.wav,73004,學了又用不到
common_voice_zh-TW_17489175.wav,76076,忙得要死她動怒了
common_voice_zh-TW_17488412.wav,58412,不要擔心啦
common_voice_zh-TW_17489173.wav,110636,可上台北就業大補帖查詢
common_voice_zh-TW_17489059.wav,98348,若參觀人潮未提升就要減少人力
common_voice_zh-TW_17488477.wav,82220,繼續向村裡的人借錢
common_voice_zh-TW_17489178.wav,97580,馬上去旁邊買托我買的藥
common_voice_zh-TW_17489174.wav,53036,真的超暖和
common_voice_zh-TW_17489170.wav,70700,希望引進人民的力量
common_voice_zh-TW_17489180.wav,89132,現在看起來都是笑話
common_voice_zh-TW_17489176.wav,73004,等你等了幾十年
common_voice_zh-TW_17489603.wav,233516,三大行業
common_voice_zh-TW_17489183.wav,75308,你真的嚇到我了
common_voice_zh-TW_17489177.wav,75308,我還怕會等很久
common_voice_zh-TW_17489607.wav,102188,用哪一種方法釐清自我
common_voice_zh-TW_17489182.wav,79148,搬了住處到花蓮
common_voice_zh-TW_17489606.wav,54572,我也吃不下了
common_voice_zh-TW_17489181.wav,73004,提昇國家競爭力
common_voice_zh-TW_17490865.wav,132908,不過這不失為一個機會教育的好機會
common_voice_zh-TW_17490905.wav,71468,趕快拿出來
common_voice_zh-TW_17490864.wav,73004,沒關係慢慢想
common_voice_zh-TW_17490956.wav,61484,一起準備了晚餐
common_voice_zh-TW_17490916.wav,122924,農委會亦一併修法放寬
common_voice_zh-TW_17490940.wav,63788,就像冬天的陽光
common_voice_zh-TW_17490875.wav,99884,社遊是喬最多人的時間
common_voice_zh-TW_17490987.wav,92204,營運模式很有特色
common_voice_zh-TW_17490845.wav,80684,把準備金賠光了
common_voice_zh-TW_17492766.wav,69164,叫來等於浪費
common_voice_zh-TW_17492764.wav,97580,知道又不小心說錯話了
common_voice_zh-TW_17490977.wav,109868,雖然最終結果會是正確的
common_voice_zh-TW_17492767.wav,73772,辦理公證
common_voice_zh-TW_17492762.wav,77612,他的嘴上笑了
common_voice_zh-TW_17492765.wav,80684,聲音也漸漸小了
common_voice_zh-TW_17492773.wav,109100,看著外婆慈祥的笑容
common_voice_zh-TW_17492761.wav,92204,搭著計程車到那邊
common_voice_zh-TW_17492776.wav,119084,發現其實我們不用出站
common_voice_zh-TW_17492775.wav,110636,調查對象總人口數
common_voice_zh-TW_17492787.wav,108332,還會有人搭公共運輸嗎？
common_voice_zh-TW_17492774.wav,88364,超好吃便宜
common_voice_zh-TW_17492786.wav,135212,要設計一個專屬的行動介面
common_voice_zh-TW_17492784.wav,66092,已經查到了
common_voice_zh-TW_17499016.wav,74540,再度生下小女嬰
common_voice_zh-TW_17499018.wav,66092,分兩個部分來處理
common_voice_zh-TW_17499019.wav,67628,正副社長限定
common_voice_zh-TW_17499024.wav,43052,她走到客廳
common_voice_zh-TW_17499027.wav,76076,因為害怕就不敢想像
common_voice_zh-TW_17499025.wav,71468,不太確定你講的是哪個
common_voice_zh-TW_17499026.wav,55340,一針一線
common_voice_zh-TW_17499030.wav,87596,當然只能買最便宜的
common_voice_zh-TW_17500044.wav,86828,巴士終於來了
common_voice_zh-TW_17500060.wav,130604,參加的社會保險
common_voice_zh-TW_17503204.wav,109100,一次次的徘徊
common_voice_zh-TW_17500184.wav,84524,有人媳婦這樣當的嗎
common_voice_zh-TW_17499021.wav,81452,他說要來就一定會來
common_voice_zh-TW_17500053.wav,80684,已經查到了
common_voice_zh-TW_17503206.wav,106796,結果在隔壁
common_voice_zh-TW_17500056.wav,80684,沒有任何時間可以浪費
common_voice_zh-TW_17500181.wav,84524,陽光與月光交替時分
common_voice_zh-TW_17503215.wav,117548,新富町文化市場
common_voice_zh-TW_17503227.wav,175916,此條路線沒有摸彩
common_voice_zh-TW_17503212.wav,102956,看見了水果店的她
common_voice_zh-TW_17500177.wav,90668,隨時堅強認真的等待
common_voice_zh-TW_17503213.wav,130604,昨天那個肉燥好好吃喔
common_voice_zh-TW_17503216.wav,160556,手中的專案工作都排到明年年底了
common_voice_zh-TW_17503214.wav,114476,管制都市污染源
common_voice_zh-TW_17503242.wav,153644,取得有效之工作證明
common_voice_zh-TW_17503228.wav,152108,公益平臺董事長嚴長壽
common_voice_zh-TW_17507942.wav,99884,這就是我最不滿的一點
common_voice_zh-TW_17506551.wav,172844,還好我們不在家的時候，它都在睡覺
common_voice_zh-TW_17506553.wav,145964,十點半以前不足七人
common_voice_zh-TW_17503244.wav,139820,在書店看書打發時間
common_voice_zh-TW_17503205.wav,139052,政府和大家正在一起打拚
common_voice_zh-TW_17507948.wav,115244,阿伯表示阿三在睡覺
common_voice_zh-TW_17506158.wav,49964,主要目標是
common_voice_zh-TW_17507955.wav,86828,希望能啟發團隊
common_voice_zh-TW_17507956.wav,84524,終於上傳完成了
common_voice_zh-TW_17500174.wav,92204,本來我是想跟社長說
common_voice_zh-TW_17507949.wav,75308,雖然太陽很大
common_voice_zh-TW_17507950.wav,90668,由於生活費用較高
common_voice_zh-TW_17507945.wav,119084,不斷傳達蜘蛛人堅持的信念
common_voice_zh-TW_17507957.wav,103724,鹹度適中又帶點微甘
common_voice_zh-TW_17507965.wav,86828,勤勞和工作效率
common_voice_zh-TW_17507966.wav,69164,以天地為家
common_voice_zh-TW_17507962.wav,65324,可以省一筆錢
common_voice_zh-TW_17507952.wav,117548,是否能在公園內設置遊戲場
common_voice_zh-TW_17507968.wav,71468,像我之前所說
common_voice_zh-TW_17507943.wav,103724,警察極力自制
common_voice_zh-TW_17507971.wav,76844,倫理審查委員會
common_voice_zh-TW_17507960.wav,111404,這是一個坑盤子的時代
common_voice_zh-TW_17507954.wav,69164,辦理公證
common_voice_zh-TW_17507969.wav,94508,到晚上六點最後一班
common_voice_zh-TW_17507975.wav,80684,就像開始的狀況
common_voice_zh-TW_17507967.wav,107564,你站在那再久也不會是你的
common_voice_zh-TW_17507979.wav,76844,鳳梨不怎麼樣
common_voice_zh-TW_17507982.wav,121388,讓相對弱勢的家庭有屋可住
common_voice_zh-TW_17507974.wav,94508,我所不知的聯繫管道
common_voice_zh-TW_17507981.wav,92204,在田裡也需幫忙
common_voice_zh-TW_17507985.wav,106028,和媽媽一起準備晚餐
common_voice_zh-TW_17507973.wav,126764,手中的專案工作都排到明年年底了
common_voice_zh-TW_17507988.wav,132908,桃園新竹與宜蘭假日哪裡好玩
common_voice_zh-TW_17507989.wav,56108,妳怎麼了
common_voice_zh-TW_17507980.wav,121388,外婆住在台北的大舅舅家
common_voice_zh-TW_17507977.wav,94508,傳統製造業的救星
common_voice_zh-TW_17507984.wav,138284,樓地板面積達五十四萬平方公尺
common_voice_zh-TW_17507990.wav,99884,加速醫療院所工程
common_voice_zh-TW_17507992.wav,71468,下班一有空
common_voice_zh-TW_17507987.wav,80684,儘管我台語說得不好
common_voice_zh-TW_17507983.wav,63788,他是我父親
common_voice_zh-TW_17507991.wav,88364,三輪車駛過的聲音
common_voice_zh-TW_17507972.wav,69164,打造台北市
common_voice_zh-TW_17507995.wav,75308,不知道自己的感受
common_voice_zh-TW_17508019.wav,69164,這五十塊給你
common_voice_zh-TW_17507998.wav,103724,成功在多處復育螢火蟲
common_voice_zh-TW_17508004.wav,65324,都賭些小錢
common_voice_zh-TW_17507997.wav,109868,來自各縣市的搜救團隊
common_voice_zh-TW_17508003.wav,82988,在組織體制中
common_voice_zh-TW_17508005.wav,103724,幾天下來才發現阿嬤老了
common_voice_zh-TW_17508000.wav,86828,但是燈打上去很漂亮
common_voice_zh-TW_17508006.wav,125228,藉此鼓勵具國際潛力的新創企業
common_voice_zh-TW_17508001.wav,76844,還剩下十分鐘
common_voice_zh-TW_17508002.wav,73004,最初還不過分
common_voice_zh-TW_17508009.wav,84524,我趕快去排隊
common_voice_zh-TW_17508015.wav,111404,我們家附近沒有適合的醫院
common_voice_zh-TW_17508017.wav,98348,世界上第二有公信力的
common_voice_zh-TW_17508012.wav,67628,將包裝打開
common_voice_zh-TW_17508018.wav,94508,好像要把他們區分開
