client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
9dfd71d5eda222ddfd78c3df96a1959ab77fe560c9a44628ae2ae2f64ab76d18c79bc49a75c31b8deef00a092d3b2030390146b1ddf4420e804d9dea7d6f5bff	common_voice_zh-TW_19228194.mp3	涉及羞辱	2	0	twenties	female		zh-TW	
9dfd71d5eda222ddfd78c3df96a1959ab77fe560c9a44628ae2ae2f64ab76d18c79bc49a75c31b8deef00a092d3b2030390146b1ddf4420e804d9dea7d6f5bff	common_voice_zh-TW_19228196.mp3	不過我覺得，整個籌備工作	2	0	twenties	female		zh-TW	
9dfd71d5eda222ddfd78c3df96a1959ab77fe560c9a44628ae2ae2f64ab76d18c79bc49a75c31b8deef00a092d3b2030390146b1ddf4420e804d9dea7d6f5bff	common_voice_zh-TW_19228188.mp3	總之這兩篇	2	0	twenties	female		zh-TW	
9dfd71d5eda222ddfd78c3df96a1959ab77fe560c9a44628ae2ae2f64ab76d18c79bc49a75c31b8deef00a092d3b2030390146b1ddf4420e804d9dea7d6f5bff	common_voice_zh-TW_19228204.mp3	較私地為低	2	1	twenties	female		zh-TW	
9dfd71d5eda222ddfd78c3df96a1959ab77fe560c9a44628ae2ae2f64ab76d18c79bc49a75c31b8deef00a092d3b2030390146b1ddf4420e804d9dea7d6f5bff	common_voice_zh-TW_19228217.mp3	從山坡上輕輕地爬下來了	2	0	twenties	female		zh-TW	
9dfd71d5eda222ddfd78c3df96a1959ab77fe560c9a44628ae2ae2f64ab76d18c79bc49a75c31b8deef00a092d3b2030390146b1ddf4420e804d9dea7d6f5bff	common_voice_zh-TW_19234042.mp3	其實我們認為很專業的東西	2	0	twenties	female		zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20289857.mp3	負責蒐集研究各方的意見	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20289858.mp3	自然你說話就有力量	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20289878.mp3	卑南語、賽夏語	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20289978.mp3	由組長之間先協調溝通	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290004.mp3	原來這裡可以閒聊	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290005.mp3	當一個人主動搭籠子時	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290025.mp3	別人都這樣做	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290028.mp3	發票載具太少沒人用？	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290011.mp3	那我們下次再見囉，掰掰。	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290014.mp3	其實引用英國研究	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290038.mp3	未來也將發展休閒農業	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290044.mp3	綠茶升級為文山包種茶	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290041.mp3	都空屋了你轉嫁給鬼喔	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290039.mp3	偶然發現	2	1				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290045.mp3	會長開始尋找在地產業	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290073.mp3	判斷是否合理	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290083.mp3	台北去年有破十萬人	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290081.mp3	行政歸行政	2	0				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290085.mp3	如有意願參與	2	1				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290101.mp3	在這樣不統合的情況下拒絕談論	2	1				zh-TW	
86e0806ddecb92ec642edbbe16bcad5230fc9065ef9c6ce0e48fbb7e6a7e0221fddda54c79393f100d3d3a3f47abf1e6dde7713fa9660bb28c01858f3afc9c6c	common_voice_zh-TW_20290104.mp3	氣候變遷的議題真的有人關心嗎？	2	0				zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432265.mp3	下週你那時有空	2	1	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432268.mp3	我們只能下車等	2	0	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432271.mp3	它的腳爪整天都在滑倒	2	1	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432273.mp3	有關兩岸貨物貿易及陸客中轉	2	0	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432294.mp3	大概是來不及了	2	0	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432295.mp3	你怎麼會有錢買這個？	2	1	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432296.mp3	各位旅客請繫好你的安全帶	2	0	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432400.mp3	全世界其他地方的華人	2	1	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432401.mp3	是否有擴建的可能	2	0	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432404.mp3	百貨公司看看	2	0	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432405.mp3	影像製作公司	2	0	thirties	female		zh-TW	
ca7c8013b3d56037133dee4cf719358918b4a0543da8a4881cd74d8c889f3dad68ad3c0fd1b575a2b4225a38ed8eb32926d7c728b810df90444e880292bd26ee	common_voice_zh-TW_17432412.mp3	很少看到有台灣人在用	2	0	thirties	female		zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539552.mp3	微胖身軀散散步	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539551.mp3	藉由藝術作品	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539553.mp3	好不愜意	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539555.mp3	幹嘛這麼急？	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539557.mp3	未具自耕農加保資格	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539558.mp3	聚在一起唱歌喝酒	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539564.mp3	學界菁英團隊齊聚一堂	2	1	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539565.mp3	我是小孩	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539580.mp3	真的有效嗎？	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539578.mp3	剖析潛在應用與商機	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539568.mp3	讓他自己決定	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539576.mp3	鄉原古統教美術課程	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539607.mp3	台北國語學校	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539582.mp3	十字樓將近一年整修	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539595.mp3	獨自來到這裡	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539598.mp3	托腮而立的男主人	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539605.mp3	媽媽	2	0	fourties	female	taichung_city	zh-TW	
0a4cb762c05d35226bc3f6211844b6afb39907984488ae41260bcdc4c491e733efa4427d52ff5fef987170127c36475432dcf1a889a05bde880128cb5ee0c5fd	common_voice_zh-TW_18539604.mp3	這裡有棵樹	2	0	fourties	female	taichung_city	zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329245.mp3	鼓勵新創公司利用公眾資料	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329244.mp3	我建議今天在這方面儘量的發言	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329246.mp3	從服裝、道具、舞臺裝置到人物塑造	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329247.mp3	在讓孩子們認識不同性別氣質的人	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329248.mp3	昨天的公視晚間新聞	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329280.mp3	敵國造成的危害與嚴重後果	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329283.mp3	當民眾看見這些做法	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329281.mp3	大家都好會講廢文啊	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329311.mp3	家用開銷	2	1	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329310.mp3	各位對組成與成員有何高見？	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329307.mp3	二零一三年	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329353.mp3	致力於成為你在上面最好的朋友	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329336.mp3	相處的時刻	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329333.mp3	若能調整法規	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329334.mp3	不然任何著作都可以了吧	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329335.mp3	資源都比我們還多	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329351.mp3	後面的朋友、讓我看到你們的雙手	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329352.mp3	我懷念看新聞	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329354.mp3	無論是建置運算系統或語音資料庫	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329357.mp3	孩子們已經在教室裡坐好	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329361.mp3	原來貼了新聞沒事	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329363.mp3	虛擬實境	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329358.mp3	至於需要協調部分	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329364.mp3	受紐西蘭政府之邀	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329362.mp3	話說，講個秘訣	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329382.mp3	都沒有斷言是同學霸凌致死	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329383.mp3	二零一二年	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329384.mp3	天氣好冷	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329385.mp3	人在曹營心在漢	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329402.mp3	以政策不易解釋為由	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329381.mp3	從好幾個認識的新聞人聽到	2	1	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329404.mp3	運用在臺灣的地方發展	2	0	teens	female		zh-TW	
0e3259a26afb9c5f9721d95c2be28f21354ead86a807adb1e2db1f5a71f6627e31ec05a3b4ce0c67de4d0eecc98ec71e7b25b2921c6705939e3ea0580bdb3a0a	common_voice_zh-TW_19329401.mp3	作出一個方案或兩個方案	2	0	teens	female		zh-TW	
